Extracurricular Activities,Previous Scores,Hours Studied,Sleep Hours,Sample Question Papers Practiced,Performance Index
No,46,3,4,1,26
No,70,6,4,7,57
No,91,4,5,5,72
Yes,41,9,4,4,36
Yes,58,7,9,2,51
Yes,77,9,5,0,76
Yes,71,3,9,9,51
No,49,1,7,9,28
No,80,5,8,9,69
Yes,47,3,6,9,30
No,65,6,7,7,56
Yes,69,8,9,4,64
No,50,4,6,8,33
No,80,5,6,6,67
Yes,59,5,9,0,45
Yes,99,4,9,0,84
No,59,4,5,6,40
Yes,48,4,8,6,33
Yes,47,4,9,8,31
Yes,99,4,6,1,81
Yes,54,5,6,6,38
No,73,2,7,1,48
No,63,2,8,9,39
No,72,9,8,9,71
No,80,2,6,1,55
Yes,80,6,8,4,70
Yes,84,2,7,8,65
Yes,79,5,5,8,65
No,66,4,6,9,49
No,60,7,4,0,49
No,44,7,6,6,35
No,74,6,6,9,62
Yes,60,5,5,9,48
Yes,43,1,9,2,18
Yes,88,3,9,9,70
No,87,9,4,9,83
No,55,1,4,0,29
No,96,5,4,1,79
No,70,2,9,5,49
No,65,4,5,9,49
No,91,1,8,1,63
Yes,74,3,4,1,50
No,45,7,8,3,36
No,72,3,7,2,53
No,60,4,5,7,39
Yes,55,2,8,7,32
Yes,86,3,9,5,69
No,78,9,9,3,74
Yes,73,3,4,6,55
Yes,81,5,4,8,72
Yes,96,2,8,1,72
No,99,4,9,5,86
Yes,54,7,8,6,47
Yes,45,7,7,0,34
Yes,41,3,5,5,24
No,63,5,9,7,51
Yes,95,1,6,6,73
No,88,1,9,1,68
Yes,67,5,7,1,52
No,40,9,9,3,38
No,40,1,7,4,11
No,67,1,9,4,41
No,75,4,7,1,57
No,59,4,4,6,41
Yes,87,2,8,7,62
Yes,47,9,9,1,48
Yes,40,9,5,3,37
No,65,2,4,2,41
No,90,9,7,3,91
No,82,6,5,4,73
Yes,88,8,4,5,82
No,64,4,6,1,44
No,49,2,9,9,29
No,51,2,9,5,32
No,80,9,7,8,78
Yes,46,1,4,7,21
No,51,7,4,0,43
No,86,3,7,8,69
No,79,3,6,9,56
No,56,2,9,1,31
Yes,44,6,8,0,36
No,53,2,6,5,30
Yes,73,4,7,0,56
Yes,87,9,8,5,87
No,56,9,4,1,54
No,74,6,6,6,61
Yes,94,4,6,6,77
No,40,7,9,3,30
No,98,1,9,1,69
Yes,89,4,8,6,74
Yes,89,5,4,0,72
Yes,75,8,6,1,71
Yes,54,2,8,1,30
Yes,99,5,6,0,82
Yes,58,6,9,8,51
No,90,5,4,5,76
No,81,9,4,2,76
No,44,1,5,5,17
No,58,3,8,6,40
No,82,2,9,2,63
No,78,3,9,3,60
No,44,9,9,9,44
No,91,9,7,0,87
No,51,2,6,5,27
Yes,58,3,4,5,30
Yes,86,4,6,8,68
No,51,9,6,1,44
No,75,3,7,4,53
Yes,51,7,4,4,40
Yes,57,3,5,6,36
Yes,88,7,9,4,79
No,90,7,8,9,86
Yes,87,9,6,3,85
Yes,82,2,7,9,61
Yes,73,6,7,1,63
No,87,9,8,7,82
Yes,72,2,8,4,47
No,88,2,4,3,66
Yes,57,5,6,8,48
Yes,96,8,6,1,90
No,68,9,8,2,70
Yes,84,2,9,7,64
Yes,44,5,5,3,27
Yes,64,7,6,8,58
No,63,6,7,9,48
No,68,6,9,9,57
No,98,7,8,9,90
Yes,77,3,6,9,56
No,72,3,4,8,50
Yes,49,9,8,9,48
Yes,76,8,7,8,74
Yes,99,5,4,0,86
Yes,72,6,8,5,59
Yes,62,1,8,9,43
Yes,97,1,6,5,75
Yes,50,4,4,7,32
Yes,63,2,8,6,44
No,63,7,9,6,54
No,46,2,7,1,24
Yes,89,2,4,3,61
No,60,5,9,0,45
No,59,4,6,6,44
No,92,8,5,3,84
Yes,49,4,8,8,32
No,64,6,5,5,50
Yes,86,5,8,5,73
No,75,2,9,8,52
No,87,8,6,7,85
No,86,2,6,5,61
Yes,54,9,6,5,52
Yes,83,9,6,5,82
Yes,79,3,4,3,57
Yes,79,4,4,4,58
Yes,89,8,8,2,83
Yes,45,9,4,8,41
Yes,76,3,8,1,58
Yes,41,5,4,6,25
Yes,51,8,4,0,43
No,97,3,4,9,74
No,43,7,7,6,34
Yes,62,8,6,1,58
No,52,3,7,4,34
No,56,2,4,0,30
Yes,70,7,4,4,62
Yes,55,9,7,3,52
No,80,1,9,0,56
Yes,65,3,8,0,45
No,67,5,6,6,51
Yes,40,3,8,2,18
No,86,1,9,9,64
Yes,51,7,6,8,38
No,76,7,5,8,69
No,94,8,6,9,89
No,95,5,8,8,81
No,89,5,6,0,76
Yes,59,5,5,3,38
No,41,1,5,0,14
Yes,75,5,4,0,62
No,54,6,5,8,39
Yes,77,1,7,4,51
No,61,7,8,0,53
Yes,83,1,7,2,54
No,89,2,9,6,68
No,71,2,7,1,53
Yes,98,5,8,3,86
No,59,7,9,1,51
No,75,1,7,8,48
No,72,1,7,8,50
No,54,1,9,6,24
Yes,89,6,7,6,79
No,85,2,5,1,63
Yes,42,1,8,9,13
Yes,68,6,8,7,54
Yes,86,2,8,0,61
Yes,66,6,7,7,58
No,44,8,5,4,35
No,98,2,8,3,78
Yes,95,9,6,9,95
No,70,8,8,1,61
No,61,1,4,2,32
Yes,74,7,6,9,66
Yes,93,6,8,1,83
Yes,46,6,7,3,35
No,45,6,8,2,33
Yes,65,6,5,4,55
Yes,93,7,5,6,87
No,40,3,8,8,18
No,58,6,7,4,45
No,46,3,7,7,26
No,75,7,7,1,66
No,51,7,8,5,44
No,59,8,8,7,55
No,62,2,4,8,40
No,64,9,5,3,61
Yes,69,5,6,3,54
No,98,9,6,6,95
Yes,68,5,5,3,56
No,70,7,9,4,61
No,57,9,4,1,53
Yes,80,4,5,1,60
No,58,2,4,9,35
Yes,93,9,9,4,93
No,43,2,4,9,20
Yes,40,3,7,9,24
Yes,80,2,5,1,54
No,98,3,6,5,78
Yes,54,6,8,5,45
Yes,93,3,9,7,77
No,47,8,9,0,40
No,54,6,8,6,44
Yes,54,7,5,6,45
No,89,1,8,8,66
Yes,78,3,4,3,57
Yes,61,3,8,6,42
Yes,57,2,4,5,34
No,55,7,4,3,43
No,41,9,6,9,37
Yes,75,4,8,7,57
Yes,59,5,6,2,44
Yes,55,3,8,7,35
No,42,9,4,4,36
Yes,95,4,8,3,82
No,69,5,9,2,55
Yes,94,1,9,9,74
Yes,41,2,6,6,19
Yes,74,9,7,6,72
Yes,65,2,9,5,42
No,96,5,6,2,81
No,44,8,7,8,38
No,41,3,5,1,21
No,90,6,6,2,82
No,95,4,9,0,80
Yes,59,7,9,6,51
No,73,3,8,1,53
No,73,6,7,9,62
No,93,9,9,7,91
No,95,1,8,8,71
Yes,94,3,7,1,74
Yes,59,2,6,5,40
Yes,89,8,6,0,83
No,64,7,8,7,58
Yes,59,2,6,4,38
Yes,64,6,8,8,56
No,92,3,4,2,73
No,53,8,7,1,46
No,99,3,8,6,82
Yes,86,9,7,6,88
No,83,1,4,9,56
Yes,82,5,7,4,68
Yes,82,3,8,6,63
Yes,78,6,6,5,71
Yes,51,2,7,8,27
Yes,87,9,7,2,85
No,44,6,9,3,34
Yes,41,7,9,8,33
Yes,93,5,4,9,77
Yes,55,9,5,7,50
Yes,94,1,6,9,69
Yes,69,5,8,5,55
No,86,6,4,2,76
Yes,82,7,8,8,74
Yes,77,4,8,8,61
Yes,84,1,7,5,60
Yes,90,8,4,1,84
No,81,4,4,6,56
Yes,63,3,9,8,43
Yes,90,7,6,8,82
Yes,69,2,5,2,43
Yes,76,8,8,1,73
No,96,6,6,4,81
No,98,7,9,9,94
No,92,5,6,6,74
Yes,78,9,8,2,76
No,50,5,7,3,38
No,53,5,7,9,38
No,62,3,8,1,42
No,92,1,9,9,71
No,55,2,9,1,34
Yes,89,8,4,6,84
No,60,1,5,1,32
No,94,7,7,0,85
No,94,5,5,3,76
Yes,43,3,6,5,21
Yes,72,7,6,9,65
No,93,9,8,9,92
Yes,86,2,8,3,69
Yes,53,8,8,0,49
No,58,9,9,0,54
Yes,98,3,7,8,81
No,44,2,5,0,15
No,75,7,6,6,66
No,70,5,5,6,56
Yes,84,5,7,0,71
No,57,5,5,0,40
No,83,4,5,5,66
Yes,70,5,9,7,57
No,94,4,8,6,79
Yes,69,6,9,5,57
Yes,60,4,9,9,43
No,86,2,5,2,65
Yes,69,9,5,6,66
No,94,2,9,5,74
Yes,80,9,5,7,76
Yes,43,6,9,3,30
Yes,44,9,4,8,39
Yes,80,9,9,0,79
No,84,3,6,6,60
No,49,1,6,8,24
Yes,66,1,5,9,42
No,55,3,9,0,33
No,69,5,9,9,57
No,52,3,8,2,32
No,75,9,8,6,71
No,60,9,8,8,58
No,84,3,9,0,64
No,92,3,9,5,72
Yes,79,5,6,1,64
No,84,2,7,4,61
Yes,54,6,5,6,43
Yes,59,7,6,6,54
Yes,59,9,8,9,56
No,84,6,6,6,75
No,94,3,6,3,72
Yes,98,5,6,5,84
Yes,44,4,8,9,30
No,93,5,7,5,80
No,93,8,4,6,82
No,99,8,5,8,96
Yes,71,6,5,5,60
Yes,45,1,6,9,19
No,69,8,7,0,62
No,65,8,8,7,61
Yes,76,2,4,1,53
No,52,4,4,2,34
No,68,2,6,4,43
Yes,44,4,6,5,27
Yes,64,7,8,6,55
Yes,52,9,8,3,51
Yes,63,8,9,2,58
No,70,9,8,8,69
Yes,59,8,6,3,52
No,94,2,7,8,72
No,47,7,6,8,38
No,99,2,6,2,73
Yes,48,2,4,2,26
Yes,60,4,8,7,46
No,90,1,5,0,60
No,59,5,8,5,43
Yes,54,6,9,5,43
No,65,9,7,8,65
No,93,8,7,1,89
No,81,2,8,7,60
No,50,1,8,6,22
No,76,2,6,1,53
No,80,7,5,0,70
No,50,4,6,3,31
No,66,5,4,1,52
Yes,69,7,4,2,59
Yes,58,3,7,1,40
No,73,2,7,8,50
No,77,7,5,3,66
Yes,62,5,7,0,45
Yes,92,1,9,7,69
Yes,40,1,4,3,13
No,42,9,5,9,37
Yes,42,5,4,7,25
Yes,67,1,8,7,45
No,53,7,8,8,47
Yes,91,9,5,9,93
No,69,1,6,6,40
Yes,97,4,9,3,85
Yes,93,3,9,1,73
Yes,44,5,7,5,27
Yes,88,7,5,3,80
Yes,54,8,9,5,46
No,77,2,7,7,57
No,53,7,4,2,43
Yes,53,1,6,0,25
No,96,7,7,4,90
Yes,98,8,8,2,93
Yes,88,2,8,5,67
Yes,47,9,4,2,44
Yes,47,1,5,0,18
Yes,58,6,7,8,46
No,71,1,4,4,44
No,70,3,8,1,47
No,68,6,8,1,55
No,80,3,8,8,59
Yes,50,8,6,0,42
No,84,5,6,9,69
Yes,52,2,8,2,29
Yes,66,4,9,9,53
No,95,9,5,6,90
No,58,4,6,0,40
Yes,65,8,7,1,55
Yes,92,5,6,5,78
Yes,90,1,7,8,64
No,76,7,6,8,68
Yes,87,3,8,7,68
Yes,48,8,7,2,44
Yes,67,3,5,1,45
Yes,71,1,6,0,47
No,91,5,6,8,73
No,93,2,8,4,71
Yes,42,4,7,2,25
No,90,1,9,9,65
Yes,71,9,8,9,70
No,44,6,7,4,33
No,47,8,6,2,42
No,53,4,6,8,35
No,95,9,6,0,90
Yes,42,2,6,0,17
Yes,63,9,4,2,59
Yes,52,5,6,5,36
No,82,6,6,1,71
No,68,3,9,0,45
Yes,47,4,9,7,31
No,90,6,7,9,77
No,81,7,6,8,73
Yes,70,1,6,9,47
No,65,7,7,0,56
Yes,57,1,6,2,30
No,97,5,6,4,84
Yes,57,6,8,6,41
No,96,2,4,9,73
No,46,9,7,3,41
No,87,6,8,5,77
No,77,7,9,0,63
No,87,8,5,3,79
Yes,55,1,5,7,28
No,94,8,9,4,91
Yes,95,4,4,7,76
Yes,99,8,5,0,92
Yes,72,6,4,9,61
No,95,9,5,8,92
Yes,90,4,5,3,72
No,42,2,8,8,20
No,77,2,5,7,54
No,43,5,9,7,35
Yes,75,9,4,1,67
No,43,3,6,2,20
No,81,8,6,9,76
No,48,4,6,8,33
Yes,79,6,4,2,68
Yes,90,6,4,7,81
Yes,56,3,6,4,36
Yes,56,5,9,6,46
No,72,3,5,3,50
Yes,59,1,6,7,36
No,53,7,7,3,44
Yes,61,4,4,4,43
No,91,7,7,0,79
Yes,66,3,7,9,44
Yes,82,5,4,7,67
Yes,42,5,6,6,27
No,63,2,9,4,39
No,69,2,8,5,49
Yes,47,4,7,0,28
Yes,61,4,6,7,46
Yes,64,4,8,8,48
Yes,99,6,7,4,90
Yes,49,2,6,9,24
Yes,88,6,7,6,75
No,68,7,6,9,61
No,79,3,9,3,62
No,93,8,5,5,87
No,40,2,5,1,13
No,91,8,4,3,85
No,60,5,8,4,47
Yes,78,2,7,8,54
Yes,63,7,7,8,57
Yes,48,2,6,7,26
Yes,99,6,8,3,89
Yes,83,3,7,5,61
No,93,9,8,6,93
No,65,3,8,0,43
No,48,3,5,0,24
No,59,5,7,3,45
No,95,7,7,2,86
Yes,74,8,4,9,65
No,75,7,8,3,70
No,81,9,6,8,79
No,75,5,5,1,59
Yes,93,3,4,3,72
Yes,48,6,5,6,36
Yes,61,5,6,1,46
Yes,40,4,4,7,24
Yes,44,2,5,9,25
Yes,48,7,6,3,38
No,76,5,9,8,65
No,77,4,4,0,59
No,58,8,6,6,53
Yes,47,9,4,0,45
Yes,81,9,7,9,82
Yes,82,3,7,8,64
Yes,71,3,5,9,50
No,52,5,8,9,39
Yes,59,5,9,0,43
Yes,75,2,8,2,54
Yes,82,1,6,6,58
Yes,83,8,4,0,73
Yes,76,3,7,4,56
No,69,1,8,5,42
Yes,49,1,7,2,25
Yes,70,2,9,5,48
No,64,6,6,3,49
Yes,68,6,9,5,59
Yes,63,3,9,5,45
No,78,4,6,3,60
No,60,2,4,0,32
No,80,2,9,2,59
No,48,7,8,9,40
No,81,1,6,6,55
No,81,7,6,1,69
No,41,1,7,3,12
No,43,6,5,5,39
No,47,3,9,4,25
No,71,8,8,5,62
Yes,53,6,4,4,40
No,88,2,9,8,67
No,52,8,4,1,42
No,60,5,7,3,44
No,63,8,9,0,57
No,89,8,4,6,83
Yes,57,6,9,0,43
Yes,84,2,6,5,61
Yes,79,8,9,9,76
No,65,6,8,9,54
No,71,6,9,8,60
Yes,83,8,4,1,74
No,96,1,8,0,74
No,94,2,4,9,66
Yes,95,9,5,2,94
No,92,8,5,5,83
No,72,7,8,6,65
No,91,7,5,7,82
No,70,5,5,3,52
No,57,2,6,7,34
No,74,6,4,6,61
No,51,3,5,7,30
Yes,90,4,8,4,77
Yes,64,2,6,9,45
No,84,2,5,6,59
No,70,8,9,3,66
Yes,49,8,8,0,45
Yes,86,6,4,2,73
Yes,91,5,9,9,81
Yes,73,8,5,8,72
Yes,90,4,8,3,72
Yes,42,4,9,4,27
Yes,85,5,8,2,70
No,78,1,7,5,51
Yes,47,1,9,3,21
Yes,71,2,8,4,50
Yes,82,8,9,6,82
No,68,7,7,6,58
No,61,9,4,8,59
No,59,5,4,1,41
Yes,45,2,6,3,21
Yes,82,7,9,7,78
Yes,88,8,7,3,85
No,68,7,8,2,59
No,81,7,6,9,72
No,95,5,9,5,83
No,56,2,6,2,31
No,70,6,9,1,58
No,92,4,4,8,74
Yes,73,2,8,2,50
No,77,9,7,0,72
No,96,7,4,8,84
No,76,6,6,4,67
No,43,5,5,6,29
Yes,41,3,6,1,20
Yes,51,4,5,0,31
No,74,3,9,5,58
Yes,45,8,4,4,39
Yes,95,3,9,9,77
Yes,85,7,7,5,78
Yes,47,7,8,1,39
Yes,60,7,5,6,51
Yes,92,7,8,0,86
Yes,97,2,9,7,78
No,85,3,4,6,66
Yes,74,9,4,6,74
No,87,3,9,5,70
Yes,54,2,9,9,38
Yes,46,9,4,4,44
Yes,54,9,7,8,52
No,84,4,5,2,63
Yes,45,9,8,8,46
No,86,3,6,4,63
Yes,56,7,9,7,50
Yes,43,7,9,2,37
No,61,8,4,6,52
Yes,71,4,8,9,55
Yes,98,3,8,3,77
Yes,61,3,7,4,46
No,66,5,5,3,52
Yes,85,1,7,8,59
Yes,54,3,7,6,32
Yes,99,6,8,5,87
No,83,3,5,5,61
Yes,90,5,5,9,75
No,61,9,5,6,59
Yes,67,2,4,4,40
Yes,81,2,5,9,61
No,77,6,8,2,62
No,99,6,4,2,86
No,96,8,6,6,89
No,48,2,9,9,29
No,73,9,7,0,72
Yes,75,2,5,3,53
Yes,48,1,6,9,24
No,54,2,5,7,30
Yes,84,7,7,3,79
Yes,59,8,8,0,51
No,47,5,8,4,34
No,97,6,7,0,87
No,67,1,6,8,43
Yes,90,6,4,7,80
No,58,8,9,6,54
Yes,96,3,9,4,80
No,55,1,9,3,29
No,50,4,4,6,34
No,81,1,5,2,58
No,47,8,7,7,38
Yes,72,5,7,4,57
Yes,49,1,4,4,20
Yes,57,8,6,0,49
No,74,9,9,9,73
Yes,82,2,7,7,61
Yes,89,9,8,6,87
Yes,42,8,8,0,37
No,79,7,7,3,69
Yes,66,3,9,3,46
No,98,2,9,8,79
No,67,7,9,9,60
Yes,85,5,6,1,68
Yes,45,6,8,3,38
No,86,4,6,9,71
No,53,2,4,2,28
No,46,9,5,9,44
Yes,49,3,9,4,31
No,54,7,4,6,41
No,70,8,5,4,63
No,68,2,8,4,44
Yes,81,6,5,3,69
No,93,8,5,8,88
No,56,7,7,5,49
No,98,3,5,9,76
No,90,1,7,5,63
No,68,6,5,5,55
Yes,88,8,7,5,86
Yes,83,6,8,0,71
No,54,5,8,5,41
No,65,8,5,3,58
No,51,2,6,1,26
No,64,1,8,5,39
No,80,1,4,0,54
No,44,4,4,0,25
Yes,43,6,7,4,29
No,83,9,6,5,81
No,87,1,9,1,65
Yes,80,1,7,9,57
Yes,96,5,5,7,85
Yes,70,5,8,3,60
Yes,42,5,6,3,27
No,92,6,7,9,82
Yes,42,8,7,4,37
Yes,65,3,4,9,48
Yes,89,9,5,3,85
No,56,1,7,4,28
No,99,4,4,9,83
No,49,9,6,2,47
Yes,41,8,7,7,37
No,63,9,9,5,62
Yes,50,1,9,7,26
Yes,63,9,4,4,59
Yes,74,3,9,6,59
Yes,62,9,5,9,56
No,71,1,8,6,46
No,62,1,9,5,35
No,73,9,6,9,71
No,80,6,7,3,69
Yes,58,4,4,5,41
Yes,41,7,7,8,34
Yes,99,5,8,3,89
Yes,90,7,7,5,83
Yes,41,8,7,5,33
No,54,8,4,2,48
No,95,1,8,3,71
Yes,60,8,6,2,52
Yes,74,6,4,2,63
No,44,4,8,9,27
No,82,8,8,3,79
Yes,66,3,7,3,44
No,63,4,5,5,45
No,46,6,5,3,34
Yes,45,7,6,5,34
Yes,85,4,7,1,69
No,72,4,5,3,56
No,97,7,4,1,86
Yes,88,6,6,7,78
No,56,8,7,8,49
No,85,1,9,6,67
No,81,7,4,5,71
Yes,69,7,5,7,61
No,47,7,5,3,36
No,79,7,5,9,69
Yes,85,8,5,1,80
Yes,46,9,8,3,39
No,45,9,9,4,39
Yes,43,2,6,8,21
Yes,40,7,6,4,30
No,54,7,5,8,47
Yes,70,4,6,8,53
No,64,9,9,7,59
No,86,8,4,4,79
Yes,72,1,4,1,44
No,91,2,6,4,66
No,74,2,5,0,51
No,94,8,7,7,90
No,44,1,9,1,16
No,44,4,5,6,23
Yes,75,5,8,1,62
Yes,56,9,7,4,51
No,92,7,9,9,84
No,91,8,8,6,86
Yes,53,9,6,5,50
No,97,7,8,4,90
No,68,5,6,5,55
No,47,5,8,1,31
Yes,73,6,7,9,64
No,79,5,8,0,64
Yes,40,9,5,0,38
No,68,3,6,7,46
No,75,3,4,2,54
Yes,90,7,8,2,81
Yes,76,7,6,8,67
No,68,6,4,5,54
No,44,3,6,3,19
No,92,7,6,3,85
Yes,71,5,4,6,54
No,99,7,4,5,89
Yes,91,2,7,1,66
No,63,6,9,8,55
No,58,8,8,1,52
No,51,1,8,7,27
No,91,4,6,3,74
No,40,1,5,9,14
No,46,1,5,0,19
No,56,8,9,0,52
Yes,73,7,6,8,63
No,82,1,7,3,55
No,46,2,4,0,18
No,56,4,6,2,39
No,98,1,8,2,74
Yes,42,3,5,6,23
Yes,68,8,5,5,57
No,61,8,5,7,54
No,77,8,7,6,67
Yes,93,6,8,0,86
Yes,82,6,7,2,71
Yes,68,5,4,8,52
No,89,9,6,3,85
Yes,89,4,6,2,72
Yes,93,7,5,4,88
No,81,1,5,7,55
No,44,9,4,0,39
No,69,7,7,1,58
Yes,62,9,9,6,65
Yes,94,7,9,0,90
Yes,60,2,9,4,35
Yes,95,6,8,9,88
No,65,4,4,7,48
Yes,93,3,6,5,72
No,86,2,6,2,60
Yes,60,6,7,6,45
Yes,59,8,4,2,53
Yes,62,6,8,4,49
No,43,9,4,6,39
Yes,60,5,4,1,42
No,60,2,7,9,35
No,40,8,8,3,34
No,54,9,9,1,54
No,56,4,6,6,37
Yes,90,6,5,2,78
Yes,53,8,9,8,49
No,98,9,8,5,96
No,58,5,6,0,43
Yes,89,6,9,9,80
Yes,99,4,7,7,80
No,73,5,8,6,62
Yes,45,7,8,0,37
Yes,84,9,6,2,81
Yes,88,6,6,2,74
No,45,6,4,2,30
No,92,8,4,6,87
No,93,4,8,5,74
No,44,3,5,1,20
No,46,7,7,4,37
Yes,72,5,6,5,55
Yes,52,2,4,1,25
Yes,90,2,7,0,67
No,93,6,9,3,78
Yes,40,8,9,3,35
No,52,1,8,3,24
No,82,6,6,0,72
No,66,2,9,2,42
No,46,2,6,6,24
No,91,7,4,3,82
No,42,1,9,1,15
Yes,97,6,5,7,87
No,64,7,9,0,59
Yes,72,8,6,8,67
No,79,7,5,4,69
Yes,56,6,7,1,45
No,84,9,9,3,83
No,53,3,6,2,31
Yes,76,6,9,6,61
No,97,4,9,5,80
No,95,2,6,8,70
Yes,93,1,5,3,67
Yes,62,1,4,2,37
No,98,3,9,6,81
Yes,63,4,8,5,46
Yes,68,2,7,4,46
No,77,1,6,9,52
Yes,98,4,9,6,84
No,93,7,4,4,84
Yes,66,6,6,8,58
No,77,6,9,3,66
No,92,9,7,0,85
No,79,2,8,9,55
Yes,84,4,6,4,67
No,89,5,9,0,75
Yes,62,1,5,0,36
No,70,8,4,0,64
No,75,8,8,0,69
No,56,6,6,7,42
Yes,76,5,9,1,64
No,42,8,8,8,38
No,75,3,5,6,56
Yes,94,3,6,2,73
No,44,2,8,8,28
No,85,5,6,3,67
Yes,54,3,6,6,34
Yes,91,3,8,2,73
Yes,88,6,6,4,79
No,45,8,5,3,38
Yes,98,2,8,5,78
No,49,4,9,8,35
No,93,7,8,4,85
Yes,71,1,5,0,45
Yes,62,1,5,4,37
No,87,7,5,4,78
Yes,56,7,9,8,52
Yes,85,1,9,7,64
No,59,1,6,4,32
Yes,83,4,6,4,65
Yes,80,5,7,1,67
Yes,54,5,6,8,40
No,83,4,5,3,64
Yes,85,8,7,6,79
Yes,97,7,5,9,91
No,61,9,4,5,56
No,89,7,9,4,85
No,91,1,8,4,64
No,45,7,4,6,34
Yes,43,1,9,1,16
No,97,7,9,8,88
No,62,8,5,1,53
Yes,83,9,6,8,80
No,84,3,8,3,64
No,58,4,6,9,37
Yes,93,4,6,9,75
No,84,9,8,5,82
No,70,7,8,0,60
Yes,83,3,4,4,64
Yes,91,5,5,5,76
Yes,42,7,6,8,35
Yes,67,8,5,8,61
Yes,42,1,5,8,18
Yes,53,2,7,2,25
Yes,57,7,4,3,47
Yes,66,2,6,7,47
Yes,90,7,9,7,81
Yes,99,9,8,1,99
Yes,49,2,8,7,28
Yes,88,7,5,6,77
No,54,4,4,8,37
Yes,58,2,4,4,35
Yes,48,7,6,1,38
Yes,43,5,6,4,31
Yes,54,1,5,1,29
Yes,90,5,5,4,77
No,87,3,5,8,70
No,47,7,7,6,37
No,88,6,4,6,75
No,92,8,5,0,83
Yes,40,5,4,8,24
No,46,2,9,5,23
No,92,9,8,6,90
Yes,70,8,8,1,64
No,57,6,4,0,41
No,51,7,9,3,44
Yes,87,9,8,8,84
Yes,69,7,8,8,65
No,72,3,8,2,54
Yes,98,6,6,0,84
No,86,7,9,1,78
Yes,46,2,6,8,21
No,67,3,4,8,49
No,88,4,4,0,69
No,42,6,7,8,31
Yes,82,1,6,0,56
Yes,45,9,4,9,41
No,70,5,6,3,54
Yes,77,7,7,4,69
Yes,54,9,4,7,53
No,46,9,4,4,40
Yes,82,1,4,4,58
Yes,69,1,4,3,41
No,66,3,5,8,46
No,56,6,9,7,50
Yes,94,2,9,8,75
Yes,57,1,6,6,32
Yes,61,1,6,6,37
No,95,5,6,4,83
Yes,92,4,7,9,75
Yes,65,1,5,0,39
Yes,90,4,6,5,74
Yes,66,3,6,9,43
Yes,79,2,4,5,56
Yes,63,9,4,9,58
No,91,1,4,3,64
No,47,7,6,1,39
No,60,4,4,0,38
Yes,68,5,6,2,53
Yes,82,5,7,8,68
No,60,1,7,0,36
No,42,6,8,4,29
No,70,9,5,9,67
No,94,2,4,5,72
No,66,7,9,8,61
Yes,85,6,4,0,70
Yes,66,5,5,4,51
Yes,48,4,5,0,32
Yes,96,4,8,1,80
Yes,72,6,5,1,62
No,72,4,6,4,59
No,65,5,4,9,50
Yes,67,6,5,3,57
No,83,5,6,5,70
Yes,82,7,5,4,70
Yes,70,9,9,1,69
No,92,7,6,8,87
Yes,40,7,7,9,29
Yes,59,4,6,7,42
Yes,51,1,8,8,27
No,56,8,6,5,49
No,54,4,5,4,35
Yes,73,1,7,4,46
Yes,89,5,7,1,76
No,55,8,6,3,47
No,43,4,5,1,22
No,47,8,7,1,36
No,73,8,9,7,66
Yes,85,3,6,3,68
Yes,64,9,6,3,61
Yes,54,3,6,6,36
No,67,1,7,3,39
No,48,2,4,8,20
Yes,41,6,5,8,28
No,56,2,8,2,29
Yes,97,6,8,5,86
No,49,1,5,6,25
Yes,48,1,4,2,20
Yes,70,5,5,3,58
Yes,41,9,6,0,38
Yes,63,8,9,8,62
No,58,3,5,6,37
Yes,56,3,5,9,34
Yes,82,1,9,6,56
Yes,88,3,7,8,72
Yes,49,1,8,5,25
No,89,8,8,7,82
Yes,94,1,6,4,70
Yes,67,5,9,7,52
No,77,9,6,9,76
Yes,87,7,7,0,78
Yes,67,4,6,2,51
Yes,98,9,9,3,96
Yes,89,9,9,8,90
No,91,2,4,7,64
No,89,6,7,7,79
No,40,4,9,1,22
No,99,8,9,6,96
No,42,7,7,2,32
No,54,7,5,5,42
Yes,91,9,5,3,88
Yes,49,5,4,5,36
Yes,60,6,9,3,48
Yes,76,1,7,2,51
No,54,6,7,1,40
Yes,62,2,5,3,34
Yes,53,6,8,9,43
No,54,9,8,1,59
Yes,49,8,9,6,42
Yes,95,9,5,0,93
No,48,8,9,0,37
Yes,83,3,6,4,63
Yes,78,8,7,6,70
No,44,6,9,0,33
Yes,64,6,4,3,50
Yes,95,6,8,4,84
Yes,81,3,9,1,60
Yes,96,1,6,6,67
Yes,65,4,7,3,47
No,47,6,6,7,34
Yes,61,2,9,0,38
Yes,91,7,7,9,84
Yes,64,7,7,0,53
No,87,4,5,0,69
No,51,4,5,3,32
No,48,1,4,0,21
Yes,49,2,4,4,30
Yes,87,9,6,5,85
Yes,49,8,5,6,45
Yes,48,8,7,7,43
Yes,65,9,5,7,63
No,74,7,7,1,64
Yes,66,9,5,3,62
Yes,99,2,7,6,76
No,70,6,6,8,62
No,58,3,5,8,40
No,82,6,8,2,71
No,77,3,8,6,56
No,45,8,7,3,38
Yes,54,4,6,8,39
Yes,68,6,7,6,62
Yes,86,9,6,5,84
Yes,84,2,4,8,64
Yes,93,2,5,6,71
No,44,7,6,7,38
Yes,53,2,7,4,26
Yes,92,2,4,3,67
No,41,4,7,0,23
No,62,9,8,7,57
Yes,83,8,8,5,80
Yes,91,2,5,3,68
No,85,8,9,2,77
Yes,58,4,5,4,37
